Ref Id,Course Name,Level,Duration (Weeks),Start,Fees,Age,Occupation,Education Background,Country,Rating,Complete or Not,Reason for Doing Course,Total Time Spent (Hours),Skills Gained,Did this course meet your expectations?,Did this course help you improve your skills?,Did you gain practical knowledge from this course?,Did the course content effectively cover the topics it promised?,Did this course help you improve your skills?,Were the materials and resources provided sufficient?,Would you recommend this course to others?,Did the course length feel appropriate for the content covered?,Did you experience any technical issues during the course?,Do you believe the course provided good value for the cost?,Would you recommend this course to others?
202203M,Machine Learning,Intermediate,6,15-03-2022,6499,21,Fresher,Master's,India,5,No,Devlopment,32,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak",,,,,,,,Yes,,,
202209M,Web Development,Basic,4,01-09-2022,4499,31,Business,High School,India,5,Yes,Change in field,16,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
202301F,UX/UI Designer,Intermediate,6,15-01-2023,6499,27,Business,Master's,India,3,No,Devlopment,46,"Adobe XD, Sketch, Figma,Axure, InVision, Zeplin, UserTesting",,,,,,,,Yes,,,
202207M,Digital Marketing,Intermediate,6,15-07-2022,6499,23,Student,Bachelor's,India,4,Yes,Job,37,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes
202303M,Digital Marketing,Advanced,6,01-03-2023,8499,23,Student,High School,India,5,Yes,Promotion,53,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak, Keras, H2O.ai, Big ML, Amazon Sagmakar",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
202202M,UX/UI Designer,Intermediate,6,01-02-2022,6499,33,Business,Bachelor's,India,5,No,Change in field,33,"Adobe XD, Sketch, Figma,Axure, InVision, Zeplin, UserTesting",,,,,,,,No,,,
202402F,Digital Marketing,Intermediate,6,15-02-2024,6499,24,Student,High School,India,4,Yes,Job,41,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes
202308F,Web Development,Intermediate,6,01-08-2023,6499,34,Business,Bachelor's,India,3,No,Devlopment,43,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",,,,,,,,Yes,,,
202202F,Data Analyst,Basic,4,01-02-2022,4499,37,Business,Master's,India,5,Yes,Promotion,30,"Tableau, Advanced Mathematics, Excel",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes
202403F,Data Analyst,Intermediate,6,15-03-2024,6499,22,Student,Bachelor's,India,5,No,Change in field,54,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",,,,,,,,No,,,
202207F,Digital Marketing,Advanced,6,15-07-2022,8499,25,Student,Master's,India,3,Yes,Change in field,48,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak, Keras, H2O.ai, Big ML, Amazon Sagmakar",Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No
202205F,Data Analyst,Intermediate,6,15-05-2022,6499,25,Student,Bachelor's,India,3,No,Promotion,48,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",,,,,,,,Yes,,,
202406M,Digital Marketing,Basic,4,01-06-2024,4499,24,Student,Master's,India,5,Yes,Job,27,"Google Key, Google Analytics, Word Press, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
202211M,Digital Marketing,Basic,4,15-11-2022,4499,23,Student,High School,India,5,Yes,Job,32,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
202210F,Data Science,Advanced,6,15-10-2022,8499,26,Job,Bachelor's,India,4,Yes,Change in field,50,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI, Advance Excel ",Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes
202211M,Digital Marketing,Intermediate,6,15-11-2022,6499,18,Student,Bachelor's,India,3,Yes,Job,32,"Adobe XD, Sketch, Figma,Axure, InVision, Zeplin, UserTesting",Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No
202402F,Machine Learning,Intermediate,6,01-02-2024,6499,18,Freelancer,Master's,India,4,No,Devlopment,45,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak",,,,,,,,Yes,,,
202312F,Web Development,Intermediate,6,15-12-2023,6499,18,Freelancer,Master's,India,1,No,Job,30,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",,,,,,,,No,,,
202306M,UX/UI Designer,Advanced,6,15-06-2023,8499,36,Business,Master's,India,4,Yes,Change in field,38,"Adobe XD, Sketch, Figma,Axure, InVision, Zeplin, UserTesting, Framer, Marvel, HTML/CSS/JavaScript basics ",No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
202304M,Machine Learning,Intermediate,6,01-04-2023,6499,22,Freelancer,Bachelor's,Germany,1,No,Devlopment,39,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak",,,,,,,,Yes,,,
202409F,Data Analyst,Basic,4,01-09-2024,4499,37,Job,Master's,India,5,Yes,Promotion,33,"Tableau, Advanced Mathematics, Excel",Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No
202307M,Data Analyst,Intermediate,6,01-07-2023,6499,28,Business,Bachelor's,India,4,Yes,Devlopment,51,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes
202202M,Digital Marketing,Intermediate,6,15-02-2022,6499,23,Student,Master's,USA,3,Yes,Job,36,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes
202306F,Data Analyst,Intermediate,6,15-06-2023,6499,37,Business,Master's,India,3,No,Promotion,33,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",,,,,,,,No,,,
202310M,Digital Marketing,Basic,4,15-10-2023,4499,19,Student,High School,India,4,Yes,Promotion,27,"Tableau, Advanced Mathematics, Excel",Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes
202206F,Data Science,Advanced,6,01-06-2022,8499,34,Job,Bachelor's,India,5,Yes,Promotion,50,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI, Advance Excel ",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
202209F,Web Development,Basic,4,01-09-2022,4499,36,Freelancer,Master's,India,3,No,Devlopment,29,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",,,,,,,,Yes,,,
202202M,Machine Learning,Intermediate,6,15-02-2022,6499,37,Fresher,High School,India,4,Yes,Devlopment,31,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak",Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes
202409F,UX/UI Designer,Basic,4,01-09-2024,4499,32,Business,Bachelor's,India,3,Yes,Devlopment,33,"Adobe XD, Sketch, Figma,Axure",Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
202207F,Machine Learning,Intermediate,6,15-07-2022,6499,35,Business,High School,India,5,Yes,Devlopment,36,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
202209M,Web Development,Intermediate,6,15-09-2022,6499,28,Freelancer,High School,India,4,Yes,Devlopment,38,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes
202406F,UX/UI Designer,Intermediate,6,01-06-2024,6499,20,Freelancer,High School,Germany,2,No,Devlopment,36,"Adobe XD, Sketch, Figma,Axure, InVision, Zeplin, UserTesting, Framer, Marvel, HTML/CSS/JavaScript basics ",,,,,,,,Yes,,,
202406M,Digital Marketing,Intermediate,6,01-06-2024,6499,20,Student,Master's,India,4,Yes,Job,35,"Adobe XD, Sketch, Figma,Axure, InVision, Zeplin, UserTesting",Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
202404M,Data Science,Basic,4,01-04-2024,4499,37,Job,High School,India,5,Yes,Promotion,25,"Tableau, Advanced Mathematics, Excel",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
202408F,Web Development,Advanced,6,15-08-2024,8499,20,Freelancer,Master's,India,3,Yes,Devlopment,45,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No
202209M,Machine Learning,Basic,4,15-09-2022,4499,22,Freelancer,Bachelor's,India,2,No,Devlopment,20,"Azure, Pytorch, Chat Gpt",,,,,,,,Yes,,,
202409M,Digital Marketing,Basic,4,01-09-2024,4499,22,Student,Master's,India,5,Yes,Change in field,23,"Google Key, Google Analytics, Word Press, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
202403M,Data Science,Intermediate,6,01-03-2024,6499,36,Job,Master's,India,5,No,Promotion,46,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",,,,,,,,Yes,,,
202406F,Digital Marketing,Intermediate,6,15-06-2024,6499,22,Student,Master's,India,4,Yes,Change in field,41,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak",Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
202304F,Web Development,Intermediate,6,01-04-2023,6499,33,Business,Bachelor's,India,4,No,Devlopment,43,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",,,,,,,,No,,,
202401M,Web Development,Basic,4,15-01-2024,4499,34,Business,Bachelor's,India,4,Yes,Job,17,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
202205F,Machine Learning,Advanced,6,15-05-2022,8499,29,Business,Bachelor's,India,3,No,Job,40,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak, Keras, H2O.ai, Big ML, Amazon Sagmakar",,,,,,,,Yes,,,
202208M,Web Development,Advanced,6,15-08-2022,8499,36,Freelancer,Bachelor's,India,5,Yes,Devlopment,40,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
202408F,Data Science,Advanced,6,15-08-2024,8499,32,Business,Master's,India,4,Yes,Promotion,54,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI, Advance Excel ",Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
202206M,Data Science,Basic,4,15-06-2022,4499,26,Business,High School,India,4,No,Promotion,23,"Tableau, Advanced Mathematics, Excel",,,,,,,,Yes,,,
202301M,Data Analyst,Intermediate,6,01-01-2023,6499,33,Business,Master's,India,5,Yes,Job,43,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
202407M,Digital Marketing,Basic,4,15-07-2024,4499,34,Job,High School,India,4,No,Promotion,20,"Google Key, Google Analytics, Word Press, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",,,,,,,,,,,
202210M,Data Analyst,Advanced,6,01-10-2022,8499,32,Business,Bachelor's,India,4,No,Job,47,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI, Advance Excel ",,,,,,,,,,,
202212F,Data Analyst,Intermediate,6,15-12-2022,6499,23,Student,Master's,India,1,No,Change in field,40,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak",,,,,,,,,,,
202310M,Web Development,Advanced,6,15-10-2023,8499,31,Fresher,High School,India,4,Yes,Devlopment,45,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
202205M,Digital Marketing,Intermediate,6,15-05-2022,6499,37,Business,Master's,India,5,Yes,Change in field,34,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
202403M,UX/UI Designer,Basic,4,01-03-2024,4499,31,Business,Bachelor's,India,3,Yes,Promotion,29,"Adobe XD, Sketch, Figma,Axure",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
202307M,UX/UI Designer,Intermediate,6,15-07-2023,6499,30,Business,Master's,India,4,No,Devlopment,49,"Adobe XD, Sketch, Figma,Axure, InVision, Zeplin, UserTesting",,,,,,,,Yes,,,
202403F,Digital Marketing,Advanced,6,15-03-2024,8499,23,Student,High School,India,4,Yes,Job,35,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI, Advance Excel ",Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes
202305M,Digital Marketing,Basic,4,15-05-2023,4499,37,Business,Master's,Canada,5,Yes,Devlopment,20,"Google Key, Google Analytics, Word Press, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
202304F,Data Analyst,Intermediate,6,01-04-2023,6499,25,Student,Bachelor's,USA,3,Yes,Change in field,45,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
202206F,Machine Learning,Basic,4,01-06-2022,4499,27,Business,Master's,India,4,Yes,Promotion,31,"Azure, Pytorch, Chat Gpt",Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes
202405F,Web Development,Intermediate,6,01-05-2024,6499,32,Business,Bachelor's,India,2,No,Devlopment,53,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",,,,,,,,Yes,,,
202402F,Digital Marketing,Advanced,6,15-02-2024,8499,34,Business,Bachelor's,India,4,Yes,Devlopment,50,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Yoast, Similar Web, Meta/Facebook, Pintrist Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization, ON PAGE SEO ( Auditing of website), Off-Page SEO Essentials",No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
202404M,Data Science,Basic,4,15-04-2024,4499,32,Job,Master's,India,1,No,Promotion,23,"Tableau, Advanced Mathematics, Excel",,,,,,,,No,,,
202301F,Data Analyst,Advanced,6,15-01-2023,8499,36,Business,High School,India,3,Yes,Change in field,46,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI, Advance Excel ",No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes
202212F,Data Analyst,Advanced,6,15-12-2022,8499,22,Student,Master's,India,5,Yes,Change in field,40,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Yoast, Similar Web, Meta/Facebook, Pintrist Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization, ON PAGE SEO ( Auditing of website), Off-Page SEO Essentials",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
202407M,Data Analyst,Advanced,6,15-07-2024,8499,22,Student,Bachelor's,India,5,Yes,Job,44,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak, Keras, H2O.ai, Big ML, Amazon Sagmakar",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
202311M,Data Analyst,Basic,4,01-11-2023,4499,18,Student,Master's,India,3,Yes,Job,29,"Google Key, Google Analytics, Word Press, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
202405F,Digital Marketing,Advanced,6,15-05-2024,8499,21,Freelancer,High School,India,4,Yes,Change in field,43,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Yoast, Similar Web, Meta/Facebook, Pintrist Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization, ON PAGE SEO ( Auditing of website), Off-Page SEO Essentials",Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes
202406F,Web Development,Intermediate,6,15-06-2024,6499,37,Job,Master's,India,3,Yes,Job,48,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
202303M,Data Science,Intermediate,6,01-03-2023,6499,26,Business,Master's,India,4,Yes,Promotion,31,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No
202308M,Digital Marketing,Intermediate,6,15-08-2023,6499,33,Job,Master's,India,4,Yes,Promotion,35,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
202312M,Data Analyst,Intermediate,6,01-12-2023,6499,37,Business,High School,India,2,No,Promotion,35,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",,,,,,,,Yes,,,
202311F,Machine Learning,Advanced,6,15-11-2023,8499,31,Business,High School,India,3,Yes,Job,50,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak, Keras, H2O.ai, Big ML, Amazon Sagmakar",Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes
202401F,Data Analyst,Intermediate,6,01-01-2024,6499,34,Job,Master's,India,5,Yes,Change in field,50,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
202302M,Digital Marketing,Advanced,6,01-02-2023,8499,33,Job,High School,Canada,3,Yes,Change in field,36,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Yoast, Similar Web, Meta/Facebook, Pintrist Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization, ON PAGE SEO ( Auditing of website), Off-Page SEO Essentials",No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No
202303M,Digital Marketing,Intermediate,6,15-03-2023,6499,29,Business,High School,India,4,No,Promotion,44,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",,,,,,,,,,,
202308M,Data Analyst,Intermediate,6,15-08-2023,6499,24,Student,High School,India,4,Yes,Job,52,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
202307M,Data Analyst,Advanced,6,15-07-2023,8499,23,Student,Master's,UK,1,No,Promotion,46,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",,,,,,,,,,,
202208F,Data Analyst,Basic,4,15-08-2022,4499,20,Student,Bachelor's,India,5,Yes,Job,21,"Google Key, Google Analytics, Word Press, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
202211M,Web Development,Basic,4,01-11-2022,4499,33,Fresher,High School,India,4,No,Devlopment,22,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",,,,,,,,,,,
202301F,Data Analyst,Basic,4,15-01-2023,4499,34,Job,Master's,India,5,Yes,Promotion,27,"Tableau, Advanced Mathematics, Excel",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
202401M,Data Science,Intermediate,6,15-01-2024,6499,35,Business,Master's,India,4,Yes,Devlopment,33,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
202409F,Machine Learning,Advanced,6,01-09-2024,8499,19,Fresher,High School,India,5,Yes,Devlopment,36,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak, Keras, H2O.ai, Big ML, Amazon Sagmakar",Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
